Review,Rating,Sentiment
kentang sangat garing buat cemilan ok buat makan dengan nasi juga enak sekali rasa rendang cocok di lidah,5,Positive
pengiriman cepet respon juga cepet empingnya juga bagus kualitasnya makasih ya,5,Positive
alhamdulillah sudah sampe dengan selamat,5,Positive
c untuk if di film f tak t t di rmh f di tse,1,Negative
barang sesuai pengiriman cepat terima kasih,5,Positive
sesuai pesanan emping yang renyah dan gurih reorder kesekian selalu fast respon trims seller,5,Positive
pengiriman cepat tp ga sesuai ekspektasi saya tebel2 empingnya,4,Negative
manstabb,5,Positive
alhamdulillah empingnya tipis dan besar2 terimakasih,5,Positive
cepet bgt sampe nya respon cepat trims,5,Positive
sesuai dng deskripsi insyaallahu sama spt yg biasanya dimakan terima kasih d,5,Positive
biasanya gak suka sm yg berbau keju apaun itu tp mudah2an ini doyan krn pgn ngemil,5,Positive
ro,5,Positive
respons cepat cheese stick ditambah bubble wrap sehingga tetap utuh waktu diterima recommended seller,5,Positive
bentuknya pendek2 terkesan patahan2 yg dijual untuk rasa belum dicoba,3,Negative
enak sekali snacknya fresh pengiriman cepat packing rapi terima kasih banyak,5,Positive
gabus ga rasa keju agak apek,2,Negative
weh mabtap nih kripik,5,Positive
ususnya pahit,1,Negative
mantul gaeess packing rapih dan aman sampe jkt keripik msh utuh ga hancur thank you kakak sukses trs tmbh laris manisss,5,Positive
recommended seller gan,5,Positive
as always recommend seller,5,Positive
sangat2 puas enak garing dan renyah packing sangat bagus yg utama seller sangat ramah semoga tambah sukses,5,Positive
krispi,5,Positive
packing nya kurang rapih 1 bungkus hancur semua kalau rasa belum di coba,4,Negative
makasiih yaa ramah bngt n lucu good luck,5,Positive
alhamdulillah udah sampai pesanannya packing nya rapih banget belum dibuka sepertinya aman gak ada yang hancur mksh seller moga tambah sukses n berkah,5,Positive
pokok nya puas belanja di toko pedia,5,Positive
rasa mantap,5,Positive
fast respon pengiriman cepat dan rapih,5,Positive
sdh terima paking aman belum coba kata teman sih enak recommended seller,5,Positive
alhamdulillah ga hancur pembungkusanya rapih ud jd langganan dipertahanin trus yaaa,5,Positive
pengiriman cepat mantap,5,Positive
pebgiriman cepat tp barang hancur semua,5,Negative
sudah kesekian kalinya pesen disini gak pernah kecewa,5,Positive
pedesnya banget,5,Positive
pengiriman lama penjualnya ga ramah dichat ga pernah direspon,2,Negative
enak lidinya,5,Positive
penjual nya gak ada respon entah gak bisa ngetik gak tau huruf atau emang gak niat,2,Negative
lamaa,1,Negative
suukaaaa,5,Positive
sumpia udang manis enak manis gurih renyah empuk packing dan pengiriman aman,5,Positive
sumpia nya enak,5,Positive
ok deh smuanya bagus,5,Positive
produk enak respon penjual dan pengiriman baik terima kasih,5,Positive
delivery cepat rasa snack enak garing krn msh fresh puazzz,5,Positive
horror di pengiriman,5,Negative
mantap pengiriman cepat rasa juga gak murahan rekomen ini top buat lebaran atau snack harian,5,Positive
enak sesuai harapan sukses yah,5,Positive
dus terbuka,4,Negative
enak rasanya crispy,5,Positive
y,5,Positive
super enakkkkkk,5,Positive
mantappp enak sekali kak,5,Positive
sekarang ga perlu lg hrs ke padang klo pengen keripik baladonya cukup di tokopedia aja 2 hari sdh sampai jkt terima kasih serley dan toko pedia,5,Positive
pembelian ketiga bumbu lado melimpah puas rasa enaknya isi banyak pengiriman cepat walau dari padang ke jakarta saya pesan di sini karena review nya bagus2 alhamdulillah memang bagus packaging dan isi aman 100 recommended seller shirley kurir ok thanks seller dan tokopedia,5,Positive
pembelian kedua pengiriman cepat walau dari padang ke jakarta saya pesan di sini karena review nya bagus2 alhamdulillah memang bagus packaging dan isi aman 100 recommended seller shirley thanks seller dan tokopedia,5,Positive
renyah empuk aroma bumbu segar pengiriman rapi terima kasih,5,Positive
selalu puas sama tokopedia gratis ongkir nya ga kira2 seneng bgt deh belanja dr dr padang ga perlu mikirin ongkir yg mehong jd bisa makan keripik sinjai yg enak bgt,5,Positive
pengemasan baik cpt sampai dgn aman kripik nya enak ga keras kl udah makan nagih terus sellernya ramah,5,Positive
barang bagus sayang kemasan kurang aman sebagian remuk,4,Negative
sesuai pesanan mksh ya,5,Positive
gurih renyah enak mantap,5,Positive
kurang enak ya tidak seperti yg dijual di bandung,5,Negative
maaanstaabb gaaannn,5,Positive
enak renyah gak terlalu asin dan kemasan baik gak rusak,5,Positive
pancen enak bos tapi remuk kabeh tekan kene koyo atiku,5,Negative
respon penjual baik rasanya enak packing rapi kurir baik pokoknya is the best,5,Positive
barang sudah diterima dengan baik pengemasan rapi aman utuh tidak hancur terimakasih atas pelayanan terbaik nya,5,Positive
mantaaaabbbb,5,Positive
yg ke 2 x nya,5,Positive
kremes nya enak benerrrr,5,Positive
enak tp mahal,5,Negative
enak gurih renyah cocok dimakan dengan nasi putih dan sambal nya,5,Positive
asli ga bikin enek,5,Positive
enak gak terlalu asin tp ttp gurih tasty,5,Positive
ini kriuk kriuk terenak makan ini pakai nasi panas plus sambal matah beuhhhh enakk,5,Positive
pengiriman super cepat dapat free lagi terima kasih yaa seller,5,Positive
dapet free king spicy kripik singkong sambel matah thank you seller packing rapih dan cepet sampe recommended,5,Positive
pengemasannn nyaa cepett bgttt pesen kmrn sekaranggg sampeee makasiiii seller,5,Positive
soal kualitas tidak perlu diragukan lagi rasa dan kegurihan yang konsisten pedas yang menggelitik lidah sangat cocok bagi pecinta makanan pedas bisa dimakan sebagai kudapan maupun makanan pelengkap,5,Positive
produk asli proses cepat admin ramah,5,Positive
keras basrengnya standart2 aja pelayanan dan pengiriman bagus,3,Negative
packing superrrr rapi banget dan rasanya enaak bgt seller ramah baik sekali recommend yaaa,5,Positive
packing nya saja diperbaiki lg kemasan ada yg pecah 2,5,Negative
toko langganan buat beli maicih bareng makasiihhh,5,Positive
barangx sdh diterima sesuai estimasi,5,Positive
produk ok tp pelayanan tidak baik sudah memesan bubble wrap tambahan packing tapi bubble wrap nya sama sekali tidak diberikan,1,Negative
enakkkk dan beneran crispy nya,5,Positive
ensk,5,Positive
enak dan pilihan yg pas buat ngemil sehat,5,Positive
enak snack buat anak ku sampe habis 2 kantong doyan banget dia,5,Positive
enak manis alami dari bahan,5,Positive
pesanan sudah sampai dicoba enaak dan renyah,5,Positive
enak crispynya berasa dan gak perlu takut gemuk walau nyemil ini banyak banyak senangnya,5,Positive
fast respond pengiriman juga cepet,4,Positive
enaaakkkk,5,Positive
selalu puas belanja disini response seller baik dan cepat,5,Positive
barang sudah sampai terima kasih,4,Positive
pelayanan bagus sekali dan kualitas barang sesuai,5,Positive
mantap seperti biasa sukses selalu pempek metro,5,Positive
selalu puas belanja disini terima kasih,5,Positive
makasih dpt bonus gula smoga usaha makin lancar,5,Positive
mantap seperti biasa best seller,5,Positive
seperti biasanya belanja disini selalu memuaskan recommended seller,5,Positive
seperti biasa mantap pelayanan terbaik thx seller,5,Positive
seller ramah responsif kripiknya juga enak pakai sameday jadi langsung sampai harga paling murah disini,5,Positive
diproses dengan sangat cepat dan packingnya baik dan aman,5,Positive
mantap pengiriman kilat sekali,5,Positive
diproses dan diantar dengan cepat packing baik recommended seller,5,Positive
bakalan langganan disini admin nya superrr responsif dan ramah,5,Positive
pengiriman sangat cepat,5,Positive
respon seller sangat cepat produk yang dikirim expire date nya masih lama untuk ukuran cokoten produk dikirim sangat aman kondisi masih bagus tidak hancur very recommended seller untuk mendapatkan cokoten,5,Positive
brg sesuai pesanan packing rapi pengiriman cepat,5,Positive
keripik agak hancur tp kayanya dari pabriknya ini okay sih secara umum,4,Negative
mantaaap,5,Positive
pengiriman cepat dan baramg ok,5,Positive
kerja yg bagus,5,Positive
enak dan dikemas aman good seller,5,Positive
cepat aman mantapsss,5,Positive
gak pernah mengecewakan,5,Positive
beli ud bbrp kali disini tapi yg paling ancur isinya kali ini kl bs di kasih buble wrap kemasan produknya dus bolong mngkn dr ekspedisi,3,Negative
rasa enak bakal repeat order,5,Positive
beli 5 cuma dateng 4,1,Negative
0oookkkee,5,Positive
rasa mayan enak cuma dikit hahaha,5,Positive
packing rapi suka,5,Positive
barangnya sampai dengan selamat hanya mungkin bumbunya kebanyakan dan tidak merata tapi overall enak,4,Negative
enakk crunchy isinya banyak,5,Positive
nyesel cuma beli satu nanti beli lagi ah,5,Positive
sesuai dengan deskripsi dan gambar enak,5,Positive
enak banget snacknya gurih,5,Positive
makasih ya kak,5,Positive
pembelian ke 2x nya anak2 yg doyan,5,Positive
makaroni enak seller ramah,5,Positive
candy tks mpek2nya udh sampai jakarta bisa dimakan utk buka ngasih orgtua thks ya,5,Positive
ini sdh yg ketiga kali order pempek candy dan tidak pernah mengecewakan utk rasanya,5,Positive
barang di terima baik rasa tdk berubah walaupun di kirim ke luar kota,5,Positive
cepat dan pelayanannya sangat memuaskan,5,Positive
mantab bisa makan pempek candy langsung dr palembang tanpa harus ke palembang next order lg packing ok,5,Positive
mpek2nya enak mantab,5,Positive
uenaaaakkk dan selasa pesan kamis sampai jogja,5,Positive
pengiriman cpt bgt,5,Positive
pempek nya mendarat dengan selamat di kota tegal akhirnya kesampaian makan pempek asli palembang tanpa harus ke palembang,5,Positive
lumayan,4,Positive
sangat enk terimakasih,5,Positive
terima kasihhh sdh sampaii,5,Positive
favorit banget ibi keripik enak sehari sampe,5,Positive
packing aman pengiriman super cepat tp sayang kurang suka sm produknya perdana nyoba merk ini ternyata enak kripik piscok merk yg lain but klo utk pelayanan toko ini sgt bagussss,4,Negative
pengiriman cepat tapi sayang keripik pisang nya keras,2,Negative
packing oke pengiriman cepet banget thank you ya,5,Positive
keripiknya 2 hari aja udh smp rumah free ongkir pula keripik gak hancur2 banget malah msh ada yg utuh thx u,5,Negative
favorit balitaku thanks seller,5,Positive
mantap pengiriman cepat packingan aman,5,Positive
exp sesuai yg di infokan,5,Positive
mantep bngt ni toko responny cpt biar beli dikit jg kurir yg ngirim cpt jg pack aman rapi stick kejuny enak bngtt brasa keju renyah keplang jg enak n cklt ayam jadul kenangan emak sukses sll ya kak lapaknya terima kasih chintacink topedsicptreg,5,Positive
enak rasanya packing aman pengiriman cepet makasi seller,5,Positive
packing tebal super aman recomended seller deh,5,Positive
enak banget sesuai foto pengirimannya cepat juga ke jakarta,5,Positive
anak langsung suka,5,Positive
enak pake bangettt,5,Positive
enak anak yg umur 5 tahun suka bgt,5,Positive
enak no msg,5,Positive
terlalu hambar pas belum dikasih seasoning,5,Negative
renyahnya pas gak keras dan enteng di mulut untuk yang ori ini pas buat saya karena msg nya gak banyak udah sering beli produk ini sebelum nemu online pengiriman aman dan cepat thanks,5,Positive
product sesuai deskripsi cepat proses nya sdh langganan trm ksh,5,Positive
pelayanan cpt lumayan enak,5,Positive
sdh langganan trm ksh,5,Positive
rasanya utk mkaroni goreng merk ini memang memuaskan,5,Positive
cepet pake banget pengiriman nya udah beli 3x sukaaa bgt,5,Positive
mantap sdh order yg kesekian kali trm ksh,5,Positive
selalu langganan di sini harga terjangkau buat jajanan sehari² produk berkualitas terimaksh banyak,5,Positive
enak renyah harga terjangkau sukses selalu seller,5,Positive
enak kripiknya gurih,5,Positive
pengiriman ok rasa ok,5,Positive
dos kurang tebal jd agak acur,3,Negative
pesanan tiba dng cepat respons penjualnya jugs cepat servicenya sungguh² memuaskan demikian juga dengan kurirnya pokoknya the best and recommended dah,5,Positive
sesuai deskripsi packing rapi pengiriman cepat,5,Positive
mhn dipakein buble wrap klo pun ada tambahan biaya ga masalah soalnya bocor 1,4,Negative
respon yg cepat harga ekonomis bersaing thx seller thx toped,5,Positive
pelayanan oke barang sampai sesuai orderan,5,Positive
trimakasih atas pelayanannya yg cepat dan memuaskan,5,Positive
barang cakep respon cepat recommended seller,5,Positive
barang sudah diterima,5,Positive
pesanan sesuai pengiriman cepat dan packing rapih jadi aman gak hancur,5,Positive
terima kasih next order lagi,5,Positive
sudah langganan dan tetap yang terbaik,5,Positive
kripik kiloan originalnya enak sekali kami sudah beberapa kali repeat order,5,Positive
kripik kentang yg enak dan renyah packing yg baik dan pengiriman yg cepat,5,Positive
packing yg baik dan pengiriman yg cepat enaaak kentang nya,5,Positive
alhamdulillah packing yg baik kripik tdk hancur dan rasanya ueeenak pengiriman yg sangat cepat,5,Positive
packing rapih enaak,5,Positive
rasa enakkkk bzmgettt promo ny ditunggu yaa,5,Positive
enak bangeett,5,Positive
enak bener rasanya dan ga keras,5,Positive
selalu puas belanja disini pengemasan selalu rapi dan cepat dikirim,5,Positive
emang bener bener nagihin dikirimnya juga pake kardus dan bubble wrap tebal,5,Positive
empingnya enak banget pertama dapat dari teman terus lanjut beli sendiri semoga kualitas nya tetap terjaga,5,Positive
enak bangettt ngett emping nya beli di tempat lain ga ada yg seenak ini,5,Positive
mantapzzz sekali,5,Positive
pengiriman sangat cepat pengemasan baik,5,Positive
enak juga buat temen ngemil walaupun g spedes merk yg satunya pngemasan rapipengiriman cepet bgt hari ini pesan besok sampai woow good job,5,Positive
enak banget renyah,5,Positive
packing aman pengiriman super cepat,5,Positive
terima kasih belanja kali kedua di toko ini slalu memuaskan,5,Positive
wah sellernya fast respon barang juga dipacking aman pokoknya mantap deh,5,Positive
ok pengiriman juga cepat,5,Positive
langsung di buka enak bgt makasih kakak,5,Positive
tdk enak bau cabe mentah n singkong keras,2,Negative
keripik nya tebal saya kurang cocok tp penjual mau mengganti,2,Negative
barang sdh di trima dan sesuai pesanan meskipun rasa ebi nya kurang,5,Negative
makanan favoite di rumah sdh bbrp kali peaan dan selalu enak,5,Positive
barang sudah trima dan sesuai pesanan,5,Positive
enaaaaakkkkk uda langganan beli disini uda gak mao pindah2 kelain hatiii gak percaya buktiin sendiri ajeee ya man teman,5,Positive
sempat nyoba keripik ebi yg lain tapi balik lagi ke sini rasanya pas,5,Positive
keripiknya sdh terima enak rasa makasih,5,Positive
pemgiriman super cepat pesan siang sore sampai mantap blum di coba kyknya enak ne,5,Positive
barang sdh di trima dan sesuai pesanan enak,5,Positive
barang sdh terima makasih,5,Positive
terimakasih anak saya suka sekali,5,Positive
favoritnya anak,5,Positive
produk bagus sesuai selera harga bagus kurir lancar sesuai jadwal ini sdh pesanan yg keempat kali terimakasih sabina food,5,Positive
produk ini disukai semua anggota keluarga saya packingnya bagus harganya terjangkau kurir nya sopan pengiriman sesuai jadwal terimakasih,5,Positive
enak kriuk tp sayang bumbunya bnyk yg menggumpal,5,Negative
tdk seperti pembelian yg pertama yg ini tdk renyah terasa kurang bumbu mgkin krna bumbunya tdk tercampur rata krn sy lihat ada yg menggumpal2,3,Negative
recommended store,5,Positive
produk sesuai dengan harganya kurirnya datang sesuai jadwalnya terimakasih,5,Positive
kering kentangnya enak cucok buat mkn dg nasi,5,Positive
sering beli di sini byk produknya dan cepat pengirimannya mantappp pertahankan,5,Positive
enaaak rasanya fresh,5,Positive
puas sekalii,5,Positive
wenaak,5,Positive
penjual fast response packing aman dan bagus sesuai request makanan dlm kondisi baik dan hrg bagus very recommended seller puas belanja disini,5,Positive
