Review,Rating,Sentiment,tokenization,Review_Normalized,df_token_stemm,Review_clean
barang sudah diterima dengan baik pengemasan rapi aman utuh tidak hancur terimakasih atas pelayanan terbaik nya,5,Positive,"['barang', 'sudah', 'diterima', 'dengan', 'baik', 'pengemasan', 'rapi', 'aman', 'utuh', 'tidak', 'hancur', 'terimakasih', 'atas', 'pelayanan', 'terbaik', 'nya']","['barang', 'sudah', 'diterima', 'dengan', 'baik', 'pengemasan', 'rapi', 'aman', 'utuh', 'tidak', 'hancur', 'terima kasih', 'atas', 'pelayanan', 'terbaik', 'nya']","['barang', 'sudah', 'terima', 'dengan', 'baik', 'emas', 'rapi', 'aman', 'utuh', 'tidak', 'hancur', 'terima kasih', 'atas', 'layan', 'baik', 'nya']",barang terima emas rapi aman utuh hancur terima kasih layan nya
mantaaaabbbb,5,Positive,['mantaaaabbbb'],['mantaaaabbbb'],['mantaaaabbbb'],mantaaaabbbb
yg ke   nya,5,Positive,"['yg', 'ke', 'nya']","['yang', 'ke', 'nya']","['yang', 'ke', 'nya']",nya
kremes nya enak benerrrr,5,Positive,"['kremes', 'nya', 'enak', 'benerrrr']","['kremes', 'nya', 'enak', 'benerrrr']","['kremes', 'nya', 'enak', 'benerrrr']",kremes nya enak benerrrr
enak tp mahal,5,Negative,"['enak', 'tp', 'mahal']","['enak', 'tapi', 'mahal']","['enak', 'tapi', 'mahal']",enak mahal
enak gurih renyah cocok dimakan dengan nasi putih dan sambal nya,5,Positive,"['enak', 'gurih', 'renyah', 'cocok', 'dimakan', 'dengan', 'nasi', 'putih', 'dan', 'sambal', 'nya']","['enak', 'gurih', 'renyah', 'cocok', 'dimakan', 'dengan', 'nasi', 'putih', 'dan', 'sambal', 'nya']","['enak', 'gurih', 'renyah', 'cocok', 'makan', 'dengan', 'nasi', 'putih', 'dan', 'sambal', 'nya']",enak gurih renyah cocok makan nasi putih sambal nya
asli ga bikin enek,5,Positive,"['asli', 'ga', 'bikin', 'enek']","['asli', 'tidak', 'buat', 'enek']","['asli', 'tidak', 'buat', 'enek']",asli enek
enak gak terlalu asin tp ttp gurih tasty,5,Positive,"['enak', 'gak', 'terlalu', 'asin', 'tp', 'ttp', 'gurih', 'tasty']","['enak', 'tidak', 'terlalu', 'asin', 'tapi', 'ttp', 'gurih', 'tasty']","['enak', 'tidak', 'terlalu', 'asin', 'tapi', 'ttp', 'gurih', 'tasty']",enak asin ttp gurih tasty
ini kriuk kriuk terenak makan ini pakai nasi panas plus sambal matah beuhhhh enakk,5,Positive,"['ini', 'kriuk', 'kriuk', 'terenak', 'makan', 'ini', 'pakai', 'nasi', 'panas', 'plus', 'sambal', 'matah', 'beuhhhh', 'enakk']","['ini', 'kriuk', 'kriuk', 'terenak', 'makan', 'ini', 'pakai', 'nasi', 'panas', 'tambah', 'sambal', 'matah', 'beuhhhh', 'enakk']","['ini', 'kriuk', 'kriuk', 'enak', 'makan', 'ini', 'pakai', 'nasi', 'panas', 'tambah', 'sambal', 'matah', 'beuhhhh', 'enakk']",kriuk kriuk enak makan pakai nasi panas sambal matah beuhhhh enakk
pengiriman super cepat dapat free lagi terima kasih yaa seller,5,Positive,"['pengiriman', 'super', 'cepat', 'dapat', 'free', 'lagi', 'terima', 'kasih', 'yaa', 'seller']","['pengiriman', 'super', 'cepat', 'dapat', 'free', 'lagi', 'terima', 'kasih', 'yaa', 'seller']","['kirim', 'super', 'cepat', 'dapat', 'free', 'lagi', 'terima', 'kasih', 'yaa', 'seller']",kirim super cepat free terima kasih yaa seller
dapet free king spicy kripik singkong sambel matah thank you seller packing rapih dan cepet sampe recommended,5,Positive,"['dapet', 'free', 'king', 'spicy', 'kripik', 'singkong', 'sambel', 'matah', 'thank', 'you', 'seller', 'packing', 'rapih', 'dan', 'cepet', 'sampe', 'recommended']","['dapat', 'free', 'king', 'pedas', 'keripik', 'singkong', 'sambal', 'matah', 'terima kasih', 'kamu', 'seller', 'pengemasan', 'rapi', 'dan', 'cepat', 'sampai', 'recommended']","['dapat', 'free', 'king', 'pedas', 'keripik', 'singkong', 'sambal', 'matah', 'terima kasih', 'kamu', 'seller', 'emas', 'rapi', 'dan', 'cepat', 'sampai', 'recommended']",free king pedas keripik singkong sambal matah terima kasih seller emas rapi cepat recommended
pengemasannn nyaa cepett bgttt pesen kmrn sekaranggg sampeee makasiiii seller,5,Positive,"['pengemasannn', 'nyaa', 'cepett', 'bgttt', 'pesen', 'kmrn', 'sekaranggg', 'sampeee', 'makasiiii', 'seller']","['pengemasannn', 'nyaa', 'cepett', 'bgttt', 'pesan', 'kemarin', 'sekaranggg', 'sampeee', 'makasiiii', 'seller']","['pengemasannn', 'nyaa', 'cepett', 'bgttt', 'pesan', 'kemarin', 'sekaranggg', 'sampeee', 'makasiiii', 'seller']",pengemasannn nyaa cepett bgttt pesan kemarin sekaranggg sampeee makasiiii seller
soal kualitas tidak perlu diragukan lagi rasa dan kegurihan yang konsisten pedas yang menggelitik lidah sangat cocok bagi pecinta makanan pedas bisa dimakan sebagai kudapan maupun makanan pelengkap,5,Positive,"['soal', 'kualitas', 'tidak', 'perlu', 'diragukan', 'lagi', 'rasa', 'dan', 'kegurihan', 'yang', 'konsisten', 'pedas', 'yang', 'menggelitik', 'lidah', 'sangat', 'cocok', 'bagi', 'pecinta', 'makanan', 'pedas', 'bisa', 'dimakan', 'sebagai', 'kudapan', 'maupun', 'makanan', 'pelengkap']","['soal', 'kualitas', 'tidak', 'perlu', 'diragukan', 'lagi', 'rasa', 'dan', 'kegurihan', 'yang', 'konsisten', 'pedas', 'yang', 'menggelitik', 'lidah', 'sangat', 'cocok', 'bagi', 'pecinta', 'makanan', 'pedas', 'bisa', 'dimakan', 'sebagai', 'kudapan', 'maupun', 'makanan', 'pelengkap']","['soal', 'kualitas', 'tidak', 'perlu', 'ragu', 'lagi', 'rasa', 'dan', 'gurih', 'yang', 'konsisten', 'pedas', 'yang', 'gelitik', 'lidah', 'sangat', 'cocok', 'bagi', 'cinta', 'makan', 'pedas', 'bisa', 'makan', 'bagai', 'kudap', 'maupun', 'makan', 'lengkap']",kualitas ragu gurih konsisten pedas gelitik lidah cocok cinta makan pedas makan kudap makan lengkap
produk asli proses cepat admin ramah,5,Positive,"['produk', 'asli', 'proses', 'cepat', 'admin', 'ramah']","['produk', 'asli', 'proses', 'cepat', 'admin', 'ramah']","['produk', 'asli', 'proses', 'cepat', 'admin', 'ramah']",produk asli proses cepat admin ramah
keras basrengnya standart aja pelayanan dan pengiriman bagus,3,Negative,"['keras', 'basrengnya', 'standart', 'aja', 'pelayanan', 'dan', 'pengiriman', 'bagus']","['keras', 'basrengnya', 'standart', 'saja', 'pelayanan', 'dan', 'pengiriman', 'bagus']","['keras', 'basrengnya', 'standart', 'saja', 'layan', 'dan', 'kirim', 'bagus']",keras basrengnya standart layan kirim bagus
packing superrrr rapi banget dan rasanya enaak bgt seller ramah baik sekali recommend yaaa,5,Positive,"['packing', 'superrrr', 'rapi', 'banget', 'dan', 'rasanya', 'enaak', 'bgt', 'seller', 'ramah', 'baik', 'sekali', 'recommend', 'yaaa']","['pengemasan', 'superrrr', 'rapi', 'banget', 'dan', 'rasanya', 'enaak', 'banget', 'seller', 'ramah', 'baik', 'sekali', 'recommend', 'yaaa']","['emas', 'superrrr', 'rapi', 'banget', 'dan', 'rasa', 'enaak', 'banget', 'seller', 'ramah', 'baik', 'sekali', 'recommend', 'yaaa']",emas superrrr rapi banget enaak banget seller ramah recommend yaaa
packing nya saja diperbaiki lg kemasan ada yg pecah ,5,Negative,"['packing', 'nya', 'saja', 'diperbaiki', 'lg', 'kemasan', 'ada', 'yg', 'pecah']","['pengemasan', 'nya', 'saja', 'diperbaiki', 'lagi', 'kemasan', 'ada', 'yang', 'pecah']","['emas', 'nya', 'saja', 'baik', 'lagi', 'kemas', 'ada', 'yang', 'pecah']",emas nya kemas pecah
toko langganan buat beli maicih bareng makasiihhh,5,Positive,"['toko', 'langganan', 'buat', 'beli', 'maicih', 'bareng', 'makasiihhh']","['toko', 'langganan', 'buat', 'beli', 'maicih', 'bareng', 'makasiihhh']","['toko', 'langgan', 'buat', 'beli', 'maicih', 'bareng', 'makasiihhh']",toko langgan beli maicih bareng makasiihhh
barangx sdh diterima sesuai estimasi,5,Positive,"['barangx', 'sdh', 'diterima', 'sesuai', 'estimasi']","['barangnya', 'sudah', 'diterima', 'sesuai', 'estimasi']","['barang', 'sudah', 'terima', 'sesuai', 'estimasi']",barang terima sesuai estimasi
produk ok tp pelayanan tidak baik sudah memesan bubble wrap tambahan packing tapi bubble wrap nya sama sekali tidak diberikan,1,Negative,"['produk', 'ok', 'tp', 'pelayanan', 'tidak', 'baik', 'sudah', 'memesan', 'bubble', 'wrap', 'tambahan', 'packing', 'tapi', 'bubble', 'wrap', 'nya', 'sama', 'sekali', 'tidak', 'diberikan']","['produk', 'ok', 'tapi', 'pelayanan', 'tidak', 'baik', 'sudah', 'memesan', 'bubble', 'pembungkus', 'tambahan', 'pengemasan', 'tapi', 'bubble', 'pembungkus', 'nya', 'sama', 'sekali', 'tidak', 'diberikan']","['produk', 'ok', 'tapi', 'layan', 'tidak', 'baik', 'sudah', 'mes', 'bubble', 'bungkus', 'tambah', 'emas', 'tapi', 'bubble', 'bungkus', 'nya', 'sama', 'sekali', 'tidak', 'beri']",produk ok layan mes bubble bungkus emas bubble bungkus nya
enakkkk dan beneran crispy nya,5,Positive,"['enakkkk', 'dan', 'beneran', 'crispy', 'nya']","['enakkkk', 'dan', 'memang', 'renyah', 'nya']","['enakkkk', 'dan', 'memang', 'renyah', 'nya']",enakkkk renyah nya
ensk,5,Positive,['ensk'],['enak'],['enak'],enak
enak dan pilihan yg pas buat ngemil sehat,5,Positive,"['enak', 'dan', 'pilihan', 'yg', 'pas', 'buat', 'ngemil', 'sehat']","['enak', 'dan', 'pilihan', 'yang', 'pas', 'buat', 'ngemil', 'sehat']","['enak', 'dan', 'pilih', 'yang', 'pas', 'buat', 'ngemil', 'sehat']",enak pilih pas ngemil sehat
enak snack buat anak ku sampe habis  kantong doyan banget dia,5,Positive,"['enak', 'snack', 'buat', 'anak', 'ku', 'sampe', 'habis', 'kantong', 'doyan', 'banget', 'dia']","['enak', 'snack', 'buat', 'anak', 'ku', 'sampai', 'habis', 'kantong', 'doyan', 'banget', 'dia']","['enak', 'snack', 'buat', 'anak', 'ku', 'sampai', 'habis', 'kantong', 'doyan', 'banget', 'dia']",enak snack anak ku habis kantong doyan banget
enak manis alami dari bahan,5,Positive,"['enak', 'manis', 'alami', 'dari', 'bahan']","['enak', 'manis', 'alami', 'dari', 'bahan']","['enak', 'manis', 'alami', 'dari', 'bahan']",enak manis alami bahan
pesanan sudah sampai dicoba enaak dan renyah,5,Positive,"['pesanan', 'sudah', 'sampai', 'dicoba', 'enaak', 'dan', 'renyah']","['pesanan', 'sudah', 'sampai', 'dicoba', 'enaak', 'dan', 'renyah']","['pesan', 'sudah', 'sampai', 'coba', 'enaak', 'dan', 'renyah']",pesan coba enaak renyah
enak crispynya berasa dan gak perlu takut gemuk walau nyemil ini banyak banyak senangnya,5,Positive,"['enak', 'crispynya', 'berasa', 'dan', 'gak', 'perlu', 'takut', 'gemuk', 'walau', 'nyemil', 'ini', 'banyak', 'banyak', 'senangnya']","['enak', 'renyahnya', 'berasa', 'dan', 'tidak', 'perlu', 'takut', 'gemuk', 'meski', 'nyemil', 'ini', 'banyak', 'banyak', 'senangnya']","['enak', 'renyah', 'asa', 'dan', 'tidak', 'perlu', 'takut', 'gemuk', 'meski', 'nyemil', 'ini', 'banyak', 'banyak', 'senang']",enak renyah asa takut gemuk nyemil senang
fast respond pengiriman juga cepet,4,Positive,"['fast', 'respond', 'pengiriman', 'juga', 'cepet']","['cepat', 'respons', 'pengiriman', 'juga', 'cepat']","['cepat', 'respons', 'kirim', 'juga', 'cepat']",cepat respons kirim cepat
enaaakkkk,5,Positive,['enaaakkkk'],['enaaakkkk'],['enaaakkkk'],enaaakkkk
selalu puas belanja disini response seller baik dan cepat,5,Positive,"['selalu', 'puas', 'belanja', 'disini', 'response', 'seller', 'baik', 'dan', 'cepat']","['selalu', 'puas', 'belanja', 'disini', 'tanggapan', 'seller', 'baik', 'dan', 'cepat']","['selalu', 'puas', 'belanja', 'sini', 'tanggap', 'seller', 'baik', 'dan', 'cepat']",puas belanja tanggap seller cepat
barang sudah sampai terima kasih,4,Positive,"['barang', 'sudah', 'sampai', 'terima', 'kasih']","['barang', 'sudah', 'sampai', 'terima', 'kasih']","['barang', 'sudah', 'sampai', 'terima', 'kasih']",barang terima kasih
pelayanan bagus sekali dan kualitas barang sesuai,5,Positive,"['pelayanan', 'bagus', 'sekali', 'dan', 'kualitas', 'barang', 'sesuai']","['pelayanan', 'bagus', 'sekali', 'dan', 'kualitas', 'barang', 'sesuai']","['layan', 'bagus', 'sekali', 'dan', 'kualitas', 'barang', 'sesuai']",layan bagus kualitas barang sesuai
mantap seperti biasa sukses selalu pempek metro,5,Positive,"['mantap', 'seperti', 'biasa', 'sukses', 'selalu', 'pempek', 'metro']","['mantap', 'seperti', 'biasa', 'sukses', 'selalu', 'pempek', 'metro']","['mantap', 'seperti', 'biasa', 'sukses', 'selalu', 'pempek', 'metro']",mantap sukses pempek metro
selalu puas belanja disini terima kasih,5,Positive,"['selalu', 'puas', 'belanja', 'disini', 'terima', 'kasih']","['selalu', 'puas', 'belanja', 'disini', 'terima', 'kasih']","['selalu', 'puas', 'belanja', 'sini', 'terima', 'kasih']",puas belanja terima kasih
makasih dpt bonus gula smoga usaha makin lancar,5,Positive,"['makasih', 'dpt', 'bonus', 'gula', 'smoga', 'usaha', 'makin', 'lancar']","['terima kasih', 'dapat', 'bonus', 'gula', 'semoga', 'usaha', 'makin', 'lancar']","['terima kasih', 'dapat', 'bonus', 'gula', 'moga', 'usaha', 'makin', 'lancar']",terima kasih bonus gula moga usaha lancar
mantap seperti biasa best seller,5,Positive,"['mantap', 'seperti', 'biasa', 'best', 'seller']","['mantap', 'seperti', 'biasa', 'terbaik', 'seller']","['mantap', 'seperti', 'biasa', 'baik', 'seller']",mantap seller
seperti biasanya belanja disini selalu memuaskan recommended seller,5,Positive,"['seperti', 'biasanya', 'belanja', 'disini', 'selalu', 'memuaskan', 'recommended', 'seller']","['seperti', 'biasanya', 'belanja', 'disini', 'selalu', 'memuaskan', 'recommended', 'seller']","['seperti', 'biasa', 'belanja', 'sini', 'selalu', 'muas', 'recommended', 'seller']",belanja muas recommended seller
seperti biasa mantap pelayanan terbaik thx seller,5,Positive,"['seperti', 'biasa', 'mantap', 'pelayanan', 'terbaik', 'thx', 'seller']","['seperti', 'biasa', 'mantap', 'pelayanan', 'terbaik', 'terima kasih', 'seller']","['seperti', 'biasa', 'mantap', 'layan', 'baik', 'terima kasih', 'seller']",mantap layan terima kasih seller
seller ramah responsif kripiknya juga enak pakai sameday jadi langsung sampai harga paling murah disini,5,Positive,"['seller', 'ramah', 'responsif', 'kripiknya', 'juga', 'enak', 'pakai', 'sameday', 'jadi', 'langsung', 'sampai', 'harga', 'paling', 'murah', 'disini']","['seller', 'ramah', 'responsif', 'kripiknya', 'juga', 'enak', 'pakai', 'hari yang sama', 'jadi', 'langsung', 'sampai', 'harga', 'paling', 'murah', 'disini']","['seller', 'ramah', 'responsif', 'kripiknya', 'juga', 'enak', 'pakai', 'hari yang sama', 'jadi', 'langsung', 'sampai', 'harga', 'paling', 'murah', 'sini']",seller ramah responsif kripiknya enak pakai hari yang sama langsung harga murah
diproses dengan sangat cepat dan packingnya baik dan aman,5,Positive,"['diproses', 'dengan', 'sangat', 'cepat', 'dan', 'packingnya', 'baik', 'dan', 'aman']","['diproses', 'dengan', 'sangat', 'cepat', 'dan', 'pengemasan', 'baik', 'dan', 'aman']","['proses', 'dengan', 'sangat', 'cepat', 'dan', 'emas', 'baik', 'dan', 'aman']",proses cepat emas aman
mantap pengiriman kilat sekali,5,Positive,"['mantap', 'pengiriman', 'kilat', 'sekali']","['mantap', 'pengiriman', 'kilat', 'sekali']","['mantap', 'kirim', 'kilat', 'sekali']",mantap kirim kilat
diproses dan diantar dengan cepat packing baik recommended seller,5,Positive,"['diproses', 'dan', 'diantar', 'dengan', 'cepat', 'packing', 'baik', 'recommended', 'seller']","['diproses', 'dan', 'diantar', 'dengan', 'cepat', 'pengemasan', 'baik', 'recommended', 'seller']","['proses', 'dan', 'antar', 'dengan', 'cepat', 'emas', 'baik', 'recommended', 'seller']",proses cepat emas recommended seller
bakalan langganan disini admin nya superrr responsif dan ramah,5,Positive,"['bakalan', 'langganan', 'disini', 'admin', 'nya', 'superrr', 'responsif', 'dan', 'ramah']","['bakalan', 'langganan', 'disini', 'admin', 'nya', 'superrr', 'responsif', 'dan', 'ramah']","['bakal', 'langgan', 'sini', 'admin', 'nya', 'superrr', 'responsif', 'dan', 'ramah']",langgan admin nya superrr responsif ramah
pengiriman sangat cepat,5,Positive,"['pengiriman', 'sangat', 'cepat']","['pengiriman', 'sangat', 'cepat']","['kirim', 'sangat', 'cepat']",kirim cepat
respon seller sangat cepat produk yang dikirim expire date nya masih lama untuk ukuran cokoten produk dikirim sangat aman kondisi masih bagus tidak hancur very recommended seller untuk mendapatkan cokoten,5,Positive,"['respon', 'seller', 'sangat', 'cepat', 'produk', 'yang', 'dikirim', 'expire', 'date', 'nya', 'masih', 'lama', 'untuk', 'ukuran', 'cokoten', 'produk', 'dikirim', 'sangat', 'aman', 'kondisi', 'masih', 'bagus', 'tidak', 'hancur', 'very', 'recommended', 'seller', 'untuk', 'mendapatkan', 'cokoten']","['respons', 'seller', 'sangat', 'cepat', 'produk', 'yang', 'dikirim', 'expire', 'tanggal', 'nya', 'masih', 'lama', 'untuk', 'ukuran', 'cokoten', 'produk', 'dikirim', 'sangat', 'aman', 'kondisi', 'masih', 'bagus', 'tidak', 'hancur', 'sangat', 'recommended', 'seller', 'untuk', 'mendapatkan', 'cokoten']","['respons', 'seller', 'sangat', 'cepat', 'produk', 'yang', 'kirim', 'expire', 'tanggal', 'nya', 'masih', 'lama', 'untuk', 'ukur', 'cokoten', 'produk', 'kirim', 'sangat', 'aman', 'kondisi', 'masih', 'bagus', 'tidak', 'hancur', 'sangat', 'recommended', 'seller', 'untuk', 'dapat', 'cokoten']",respons seller cepat produk kirim expire tanggal nya ukur cokoten produk kirim aman kondisi bagus hancur recommended seller cokoten
brg sesuai pesanan packing rapi pengiriman cepat,5,Positive,"['brg', 'sesuai', 'pesanan', 'packing', 'rapi', 'pengiriman', 'cepat']","['barang', 'sesuai', 'pesanan', 'pengemasan', 'rapi', 'pengiriman', 'cepat']","['barang', 'sesuai', 'pesan', 'emas', 'rapi', 'kirim', 'cepat']",barang sesuai pesan emas rapi kirim cepat
keripik agak hancur tp kayanya dari pabriknya ini okay sih secara umum,4,Negative,"['keripik', 'agak', 'hancur', 'tp', 'kayanya', 'dari', 'pabriknya', 'ini', 'okay', 'sih', 'secara', 'umum']","['keripik', 'agak', 'hancur', 'tapi', 'sepertinya', 'dari', 'pabriknya', 'ini', 'oke', 'sih', 'secara', 'umum']","['keripik', 'agak', 'hancur', 'tapi', 'seperti', 'dari', 'pabrik', 'ini', 'oke', 'sih', 'cara', 'umum']",keripik hancur pabrik oke sih
mantaaap,5,Positive,['mantaaap'],['mantaaap'],['mantaaap'],mantaaap
pengiriman cepat dan baramg ok,5,Positive,"['pengiriman', 'cepat', 'dan', 'baramg', 'ok']","['pengiriman', 'cepat', 'dan', 'barang', 'ok']","['kirim', 'cepat', 'dan', 'barang', 'ok']",kirim cepat barang ok
kerja yg bagus,5,Positive,"['kerja', 'yg', 'bagus']","['kerja', 'yang', 'bagus']","['kerja', 'yang', 'bagus']",kerja bagus
enak dan dikemas aman good seller,5,Positive,"['enak', 'dan', 'dikemas', 'aman', 'good', 'seller']","['enak', 'dan', 'dikemas', 'aman', 'good', 'seller']","['enak', 'dan', 'kemas', 'aman', 'good', 'seller']",enak kemas aman good seller
cepat aman mantapsss,5,Positive,"['cepat', 'aman', 'mantapsss']","['cepat', 'aman', 'mantapsss']","['cepat', 'aman', 'mantapsss']",cepat aman mantapsss
gak pernah mengecewakan,5,Positive,"['gak', 'pernah', 'mengecewakan']","['tidak', 'pernah', 'mengecewakan']","['tidak', 'pernah', 'kecewa']",kecewa
beli ud bbrp kali disini tapi yg paling ancur isinya kali ini kl bs di kasih buble wrap kemasan produknya dus bolong mngkn dr ekspedisi,3,Negative,"['beli', 'ud', 'bbrp', 'kali', 'disini', 'tapi', 'yg', 'paling', 'ancur', 'isinya', 'kali', 'ini', 'kl', 'bs', 'di', 'kasih', 'buble', 'wrap', 'kemasan', 'produknya', 'dus', 'bolong', 'mngkn', 'dr', 'ekspedisi']","['beli', 'sudah', 'bbrp', 'kali', 'disini', 'tapi', 'yang', 'paling', 'hancur', 'isi', 'kali', 'ini', 'kalau', 'bisa', 'di', 'kasih', 'buble', 'pembungkus', 'kemasan', 'produknya', 'kardus', 'bolong', 'mungkin', 'dari', 'ekspedisi']","['beli', 'sudah', 'bbrp', 'kali', 'sini', 'tapi', 'yang', 'paling', 'hancur', 'isi', 'kali', 'ini', 'kalau', 'bisa', 'di', 'kasih', 'buble', 'bungkus', 'kemas', 'produk', 'kardus', 'bolong', 'mungkin', 'dari', 'ekspedisi']",beli bbrp kali hancur isi kali kasih buble bungkus kemas produk kardus bolong ekspedisi
rasa enak bakal repeat order,5,Positive,"['rasa', 'enak', 'bakal', 'repeat', 'order']","['rasa', 'enak', 'bakal', 'ulang', 'beli']","['rasa', 'enak', 'bakal', 'ulang', 'beli']",enak ulang beli
beli  cuma dateng ,1,Negative,"['beli', 'cuma', 'dateng']","['beli', 'cuma', 'datang']","['beli', 'cuma', 'datang']",beli
oookkkee,5,Positive,['oookkkee'],['oookkkee'],['oookkkee'],oookkkee
rasa mayan enak cuma dikit hahaha,5,Positive,"['rasa', 'mayan', 'enak', 'cuma', 'dikit', 'hahaha']","['rasa', 'lumayan', 'enak', 'cuma', 'sedikit', 'hahaha']","['rasa', 'lumayan', 'enak', 'cuma', 'sedikit', 'hahaha']",lumayan enak hahaha
packing rapi suka,5,Positive,"['packing', 'rapi', 'suka']","['pengemasan', 'rapi', 'suka']","['emas', 'rapi', 'suka']",emas rapi suka
barangnya sampai dengan selamat hanya mungkin bumbunya kebanyakan dan tidak merata tapi overall enak,4,Negative,"['barangnya', 'sampai', 'dengan', 'selamat', 'hanya', 'mungkin', 'bumbunya', 'kebanyakan', 'dan', 'tidak', 'merata', 'tapi', 'overall', 'enak']","['barang', 'sampai', 'dengan', 'selamat', 'hanya', 'mungkin', 'bumbunya', 'kebanyakan', 'dan', 'tidak', 'merata', 'tapi', 'overall', 'enak']","['barang', 'sampai', 'dengan', 'selamat', 'hanya', 'mungkin', 'bumbu', 'banyak', 'dan', 'tidak', 'rata', 'tapi', 'overall', 'enak']",barang selamat bumbu overall enak
